<<<<<<< HEAD
Date,StrategyValue,Benchmark,Returns,Cummax,drawdown,Monat,monthly_returns
2004-03-03,104.39,103.0,0.0011508583485182466,104.39,-0.0,3,0.0
2004-03-04,104.31,103.33,-0.0007663569307404527,104.39,-0.0766356930740476,3,0.0
2004-03-05,104.17,103.36,-0.0013421531972006573,104.39,-0.2107481559536343,3,0.0
2004-03-08,103.8,102.49,-0.0035518863396372113,104.39,-0.5651882364211164,3,0.0
2004-03-09,103.4,101.98,-0.0038535645472060898,104.39,-0.9483667017913543,3,0.0
2004-03-10,102.73,100.51,-0.006479690522243731,104.39,-1.5901906312865186,3,0.0
2004-03-11,101.54,98.94,-0.011583763262922209,104.39,-2.7301465657629986,3,0.0
2004-03-12,102.98,99.99,0.014181603309040725,104.39,-1.3507040904301146,3,0.0
2004-03-15,101.45,98.59,-0.01485725383569625,104.39,-2.8163617204713076,3,0.0
2004-03-16,101.74,99.19,0.002858551010349819,104.39,-2.5385573330778866,3,0.0
2004-03-17,103.16,100.27,0.013957145665421722,104.39,-1.1782737810135109,3,0.0
2004-03-18,103.18,100.13,0.00019387359441647156,104.39,-1.1591148577449888,3,0.0
2004-03-19,102.63,98.85,-0.00533049040511735,104.39,-1.685985247629088,3,0.0
2004-03-22,101.77,97.47,-0.008379616096657938,104.39,-2.509818948175117,3,0.0
2004-03-23,101.72,97.3,-0.0004913039206052572,104.39,-2.557716256346395,3,0.0
2004-03-24,101.96,97.18,0.0023594180102239903,104.39,-2.3278091771242524,3,0.0
2004-03-25,103.73,98.97,0.017359748921145668,104.39,-0.6322444678609029,3,0.0
2004-03-26,104.21,98.82,0.0046273980526365666,104.39,-0.17243030941661733,3,0.0
2004-03-29,104.48,100.09,0.002590922176374688,104.48,-0.0,3,0.0
2004-03-30,104.58,100.46,0.000957120980091819,104.58,-0.0,3,0.0
2004-03-31,104.69,100.21,0.0010518263530312488,104.69,-0.0,3,0.01218215218021812
2004-04-01,104.69,100.66,0.0,104.69,-0.0,4,0.0
2004-04-02,104.69,101.47,0.0,104.69,-0.0,4,0.0
2004-04-05,104.69,102.34,0.0,104.69,-0.0,4,0.0
2004-04-06,104.69,102.11,0.0,104.69,-0.0,4,0.0
2004-04-07,104.69,101.33,0.0,104.69,-0.0,4,0.0
2004-04-08,104.69,101.11,0.0,104.69,-0.0,4,0.0
2004-04-12,104.77,101.73,0.0007641608558601742,104.77,-0.0,4,0.0
2004-04-13,104.26,100.41,-0.004867805669561798,104.77,-0.48678056695618105,4,0.0
2004-04-14,104.32,100.34,0.0005754843660079612,104.77,-0.42951226496134665,4,0.0
2004-04-15,104.12,100.45,-0.0019171779141102796,104.77,-0.6204066049441552,4,0.0
2004-04-16,104.94,100.9,0.007875528236650053,104.94,-0.0,4,0.0
2004-04-19,105.05,101.05,0.0010482180293500676,105.05,-0.0,4,0.0
2004-04-20,104.29,99.47,-0.007234650166587198,105.05,-0.7234650166587253,4,0.0
2004-04-21,104.4,99.86,0.001054751174609292,105.05,-0.6187529747739091,4,0.0
2004-04-22,105.19,100.95,0.007567049808429038,105.19,-0.0,4,0.0
2004-04-23,105.39,101.24,0.0019013214183858373,105.39,-0.0,4,0.0
2004-04-26,105.28,100.84,-0.0010437422905399396,105.39,-0.10437422905398941,4,0.0
2004-04-27,105.14,101.02,-0.0013297872340425343,105.39,-0.23721415694088624,4,0.0
2004-04-28,104.46,99.61,-0.006467567053452639,105.39,-0.8824366638201032,4,0.0
2004-04-29,104.08,99.01,-0.0036377560788818375,105.39,-1.243002182370246,4,0.0
2004-04-30,103.64,98.34,-0.004227517294388861,105.39,-1.6604990985862038,4,-0.01002961123316426
2004-05-03,104.28,99.25,0.006175221922037899,105.39,-1.0532308568175341,5,0.0
2004-05-04,104.64,99.48,0.0034522439585731313,105.39,-0.7116424708226587,5,0.0
2004-05-05,105.11,99.49,0.004491590214067198,105.39,-0.26567985577379366,5,0.0
2004-05-06,104.11,98.89,-0.009513842641042713,105.39,-1.2145364835373385,5,0.0
2004-05-07,102.61,97.7,-0.014407837863797957,105.39,-2.637821425182656,5,0.0
2004-05-10,101.77,96.85,-0.008186336614365075,105.39,-3.4348609925040368,5,0.0
2004-05-11,102.79,97.46,0.010022599980348046,105.39,-2.4670272321852114,5,0.0
2004-05-12,103.26,97.67,0.004572429224632746,105.39,-2.0210646171363464,5,0.0
2004-05-13,103.59,97.5,0.0031958163858221145,105.39,-1.707941929974378,5,0.0
2004-05-14,103.52,97.36,-0.0006757409016314719,105.39,-1.7743618939178332,5,0.0
2004-05-17,102.71,96.44,-0.007824574961360131,105.39,-2.542935762406307,5,0.0
2004-05-18,103.68,97.06,0.009444065816376357,105.39,-1.622544833475656,5,0.0
2004-05-19,103.97,96.78,0.0027970679012345734,105.39,-1.3473764114242355,5,0.0
2004-05-20,103.8,96.95,-0.0016350870443396781,105.39,-1.5086820381440398,5,0.0
2004-05-21,104.02,97.15,0.002119460500963344,105.39,-1.2999335800360607,5,0.0
2004-05-24,103.94,97.1,-0.0007690828686790496,105.39,-1.3758421102571428,5,0.0
2004-05-25,104.52,98.62,0.005580142389840281,105.39,-0.8255052661542883,5,0.0
2004-05-26,104.38,98.66,-0.0013394565633371158,105.39,-0.9583451940411852,5,0.0
2004-05-27,104.89,99.33,0.004885993485342022,105.39,-0.4744283138817725,5,0.0
2004-05-28,104.75,99.12,-0.001334731623605645,105.39,-0.6072682417686692,5,0.0
2004-06-01,104.76,99.11,9.546539379479135e-05,105.39,-0.5977796754910291,6,0.0
2004-06-02,104.93,99.56,0.0016227567773958729,105.39,-0.4364740487712247,6,0.0
2004-06-03,104.94,98.9,9.530162965787348e-05,105.39,-0.4269854824935979,6,0.0
2004-06-04,104.94,99.47,0.0,105.39,-0.4269854824935979,6,0.0
2004-06-07,105.04,101.04,0.0009529254812274957,105.39,-0.33209981971723534,6,0.0
2004-06-08,105.06,101.23,0.000190403655750071,105.39,-0.3131226871619682,6,0.0
2004-06-09,105.09,100.42,0.0002855511136492517,105.39,-0.2846569883290608,6,0.0
2004-06-10,105.09,100.89,0.0,105.39,-0.2846569883290608,6,0.0
2004-06-14,105.02,100.01,-0.0006660957274717827,105.39,-0.35107695227251595,6,0.0
2004-06-15,105.14,100.51,0.0011426394972386955,105.39,-0.23721415694088624,6,0.0
2004-06-16,105.4,100.63,0.0024728932851436625,105.4,-0.0,6,0.0
2004-06-17,105.28,100.47,-0.0011385199240987465,105.4,-0.11385199240987148,6,0.0
2004-06-18,105.27,100.91,-9.498480243164131e-05,105.4,-0.12333965844403194,6,0.0
2004-06-21,105.07,100.43,-0.001899876508027032,105.4,-0.31309297912714656,6,0.0
2004-06-22,105.35,100.63,0.0026648900732844094,105.4,-0.04743833017078877,6,0.0
2004-06-23,105.74,101.42,0.0037019458946370154,105.74,-0.0,6,0.0
2004-06-24,105.89,101.04,0.001418573860412442,105.89,-0.0,6,0.0
2004-06-25,105.67,99.96,-0.0020776277268863552,105.89,-0.20776277268863808,6,0.0
2004-06-28,105.7,100.09,0.0002839027160026486,105.89,-0.17943148550382257,6,0.0
2004-06-29,105.79,100.46,0.0008514664143803863,105.89,-0.09443762394937606,6,0.0
2004-06-30,105.7,100.71,-0.0008507420361093532,105.89,-0.17943148550382257,6,0.00906921241050096
2004-07-01,105.67,99.82,-0.00028382213812683244,105.89,-0.20776277268863808,7,0.0
2004-07-02,105.77,99.49,0.0009463423866753473,105.89,-0.11332514873926203,7,0.0
2004-07-06,105.49,98.79,-0.002647253474520217,105.89,-0.3777504957975311,7,0.0
2004-07-07,105.46,98.96,-0.0002843871457010039,105.89,-0.40608178298234665,7,0.0
2004-07-08,105.56,98.22,0.0009482268158544915,105.89,-0.3116441590329571,7,0.0
2004-07-09,105.48,98.66,-0.0007578628268283261,105.89,-0.3871942581924606,7,0.0
2004-07-12,106.12,98.86,0.006067500948047089,106.12,-0.0,7,0.0
2004-07-13,106.05,98.91,-0.0006596306068602509,106.12,-0.06596306068602278,7,0.0
2004-07-14,105.72,98.51,-0.0031117397454031304,106.12,-0.37693177534866723,7,0.0
2004-07-15,105.4,97.8,-0.003026863412788461,106.12,-0.6784771956275903,7,0.0
2004-07-16,104.96,97.44,-0.004174573055028552,106.12,-1.0931021485111296,7,0.0
2004-07-19,104.62,97.51,-0.0032393292682926234,106.12,-1.413494157557482,7,0.0
2004-07-20,105.66,98.12,0.0099407379086216,106.12,-0.43347154165096863,7,0.0
2004-07-21,104.68,96.91,-0.009275033125118237,106.12,-1.3569543912551807,7,0.0
2004-07-22,104.82,97.36,0.0013374092472295818,106.12,-1.2250282698831618,7,0.0
2004-07-23,103.19,96.43,-0.015550467468040452,106.12,-2.7610252544289544,7,0.0
2004-07-26,102.92,96.38,-0.0026165326097489228,106.12,-3.0154542027892974,7,0.0
2004-07-27,103.61,97.37,0.006704236300038913,106.12,-2.365246890312858,7,0.0
2004-07-28,103.75,97.54,0.0013512209246211437,106.12,-2.233320768940826,7,0.0
2004-07-29,104.79,97.69,0.010024096385542247,106.12,-1.2532981530342993,7,0.0
2004-07-30,105.24,97.76,0.004294302891497237,106.12,-0.8292499057670653,7,0.0
2004-08-02,105.55,98.26,0.00294564804256936,106.12,-0.5371277798718501,8,0.0
2004-08-03,105.21,97.81,-0.0032212221695878673,106.12,-0.857519788918216,8,0.0
2004-08-04,105.32,97.91,0.0010455279916357085,106.12,-0.7538635506973345,8,0.0
2004-08-05,104.02,96.4,-0.012343334599316358,106.12,-1.9788918205804826,8,0.0
2004-08-06,103.07,94.88,-0.00913285906556438,106.12,-2.874104787033558,8,0.0
2004-08-09,102.83,94.99,-0.0023285146017268943,106.12,-3.10026385224275,8,0.0
2004-08-10,104.93,96.14,0.02042205582028589,106.12,-1.1213720316622668,8,0.0
2004-08-11,103.66,95.74,-0.012103306966549265,106.12,-2.318130418394278,8,0.0
2004-08-12,102.3,94.47,-0.013119814779085415,106.12,-3.5996984545797277,8,0.0
2004-08-13,102.0,94.68,-0.0029325513196480912,106.12,-3.8823972860912215,8,0.0
2004-08-16,103.48,95.87,0.014509803921568754,106.12,-2.487749717301169,8,0.0
2004-08-17,104.4,96.07,0.00889060688055654,106.12,-1.620806633999245,8,0.0
2004-08-18,105.09,97.25,0.006609195402298873,106.12,-0.9705993215228054,8,0.0
2004-08-19,104.89,96.93,-0.0019031306499190936,106.12,-1.159065209197139,8,0.0
2004-08-20,105.03,97.46,0.001334731623605645,106.12,-1.027139087825107,8,0.0
2004-08-23,105.11,97.25,0.0007616871370084155,106.12,-0.951752732755376,8,0.0
2004-08-24,105.13,97.27,0.0001902768528208032,106.12,-0.9329061439879468,8,0.0
2004-08-25,105.32,98.11,0.0018072862170646076,106.12,-0.7538635506973345,8,0.0
2004-08-26,105.42,98.09,0.0009494872768704976,106.12,-0.659630606860161,8,0.0
2004-08-27,105.55,98.34,0.0012331625877441965,106.12,-0.5371277798718501,8,0.0
2004-08-30,105.41,97.56,-0.0013263855992420304,106.12,-0.6690539012438823,8,0.0
2004-08-31,105.5,97.96,0.0008538089365335289,106.12,-0.5842442517904302,8,0.0024705435195742087
2004-09-01,105.7,97.93,0.0018957345971564177,106.12,-0.39577836411609657,9,0.0
2004-09-02,106.05,98.94,0.0033112582781456013,106.12,-0.06596306068602278,9,0.0
2004-09-03,105.3,98.38,-0.007072135785007094,106.12,-0.7727101394647639,9,0.0
2004-09-07,106.44,99.09,0.010826210826210936,106.44,-0.0,9,0.0
2004-09-08,106.38,98.75,-0.0005636978579481866,106.44,-0.056369785794816114,9,0.0
2004-09-09,106.53,98.89,0.0014100394811056294,106.53,-0.0,9,0.0
2004-09-10,106.7,99.32,0.001595794611846335,106.7,-0.0,9,0.0
2004-09-13,106.7,99.29,0.0,106.7,-0.0,9,0.0
2004-09-14,106.7,99.44,0.0,106.7,-0.0,9,0.0
2004-09-15,106.7,98.66,0.0,106.7,-0.0,9,0.0
2004-09-16,106.7,98.79,0.0,106.7,-0.0,9,0.0
2004-09-17,106.7,99.24,0.0,106.7,-0.0,9,0.0
2004-09-20,106.7,98.53,0.0,106.7,-0.0,9,0.0
2004-09-21,106.7,99.05,0.0,106.7,-0.0,9,0.0
2004-09-22,106.7,97.61,0.0,106.7,-0.0,9,0.0
2004-09-23,106.72,97.13,0.00018744142455484614,106.72,-0.0,9,0.0
2004-09-24,106.69,97.16,-0.00028110944527737214,106.72,-0.028110944527737197,9,0.0
2004-09-27,106.63,96.55,-0.0005623769800355838,106.72,-0.08433283358321159,9,0.0
2004-09-28,106.74,97.13,0.0010316046140861346,106.74,-0.0,9,0.0
2004-09-29,106.99,97.56,0.002342139778902075,106.99,-0.0,9,0.0
2004-09-30,107.22,97.25,0.002149733619964511,107.22,-0.0,9,0.01630331753554537
2004-10-01,107.39,98.75,0.0015855250886029904,107.39,-0.0,10,0.0
2004-10-04,107.6,99.05,0.0019554893379272187,107.6,-0.0,10,0.0
2004-10-05,107.6,99.0,0.0,107.6,-0.0,10,0.0
2004-10-06,107.6,99.62,0.0,107.6,-0.0,10,0.0
2004-10-07,107.6,98.6,0.0,107.6,-0.0,10,0.0
2004-10-08,107.6,97.91,0.0,107.6,-0.0,10,0.0
2004-10-11,107.63,98.17,0.00027881040892197007,107.63,-0.0,10,0.0
2004-10-12,107.51,98.04,-0.0011149307813805853,107.63,-0.11149307813805662,10,0.0
2004-10-13,107.4,97.36,-0.0010231606362198775,107.63,-0.2136950664312829,10,0.0
2004-10-14,107.17,96.29,-0.002141527001862209,107.63,-0.427390132862579,10,0.0
2004-10-15,107.68,96.69,0.004758794438742164,107.68,-0.0,10,0.0
2004-10-18,108.02,97.31,0.0031575037147102414,108.02,-0.0,10,0.0
2004-10-19,107.63,96.55,-0.003610442510646128,108.02,-0.36104425106461824,10,0.0
2004-10-20,107.32,96.5,-0.002880237851900058,108.02,-0.6480281429364959,10,0.0
2004-10-21,107.05,96.59,-0.0025158404770778686,108.02,-0.8979818552119968,10,0.0
2004-10-22,106.42,95.49,-0.005885100420364275,108.02,-1.4812071838548366,10,0.0
2004-10-25,106.19,95.27,-0.0021612478857357953,108.02,-1.6941307165339738,10,0.0
2004-10-26,107.22,96.67,0.009699595065448818,108.02,-0.7406035919274183,10,0.0
2004-10-27,107.58,97.78,0.003357582540570725,108.02,-0.40733197556007933,10,0.0
2004-10-28,107.95,98.09,0.0034393009853133094,108.02,-0.06480281429364301,10,0.0
2004-10-29,108.01,98.3,0.0005558128763316628,108.02,-0.009257544899084341,10,0.0
2004-11-01,108.02,98.27,9.258401999812094e-05,108.02,-0.0,11,0.0
2004-11-02,108.02,98.3,0.0,108.02,-0.0,11,0.0
2004-11-03,108.14,99.41,0.00111090538789127,108.14,-0.0,11,0.0
2004-11-04,108.21,101.02,0.0006473090438319229,108.21,-0.0,11,0.0
2004-11-05,108.21,101.44,0.0,108.21,-0.0,11,0.0
2004-11-08,108.21,101.33,0.0,108.21,-0.0,11,0.0
2004-11-09,108.21,101.26,0.0,108.21,-0.0,11,0.0
2004-11-10,108.21,101.01,0.0,108.21,-0.0,11,0.0
2004-11-11,108.21,101.85,0.0,108.21,-0.0,11,0.0
2004-11-12,108.21,102.95,0.0,108.21,-0.0,11,0.0
2004-11-15,108.21,102.93,0.0,108.21,-0.0,11,0.0
2004-11-16,108.21,102.23,0.0,108.21,-0.0,11,0.0
2004-11-17,108.14,102.86,-0.0006468903058866049,108.21,-0.06468903058866389,11,0.0
2004-11-18,108.33,102.91,0.0017569816904012825,108.33,-0.0,11,0.0
2004-11-19,108.02,101.76,-0.002861626511584947,108.33,-0.2861626511584993,11,0.0
2004-11-22,108.1,102.12,0.0007406035919275133,108.33,-0.21231422505308223,11,0.0
2004-11-23,108.05,102.05,-0.00046253469010171244,108.33,-0.25846949136896624,11,0.0
2004-11-24,108.07,102.31,0.00018509949097644807,108.33,-0.24000738484261527,11,0.0
2004-11-26,108.15,102.3,0.000740260941982207,108.33,-0.16615895873718511,11,0.0
2004-11-29,108.05,101.85,-0.0009246417013407671,108.33,-0.25846949136896624,11,0.0
2004-11-30,108.31,101.36,0.0024062933826931587,108.33,-0.018462106526350983,11,0.0027775205999447383
2004-12-01,108.47,102.95,0.0014772412519619138,108.47,-0.0,12,0.0
2004-12-02,108.49,102.99,0.0001843827786485175,108.49,-0.0,12,0.0
2004-12-03,108.75,103.11,0.002396534242787407,108.75,-0.0,12,0.0
2004-12-06,108.87,103.02,0.0011034482758620623,108.87,-0.0,12,0.0
2004-12-07,108.87,101.99,0.0,108.87,-0.0,12,0.0
2004-12-08,108.98,102.51,0.001010379351520152,108.98,-0.0,12,0.0
2004-12-09,108.94,102.98,-0.0003670398238209138,108.98,-0.03670398238209419,12,0.0
2004-12-10,108.87,102.82,-0.0006425555351569079,108.98,-0.10093595155074274,12,0.0
2004-12-13,108.96,103.71,0.0008266740148801244,108.98,-0.018351991191053615,12,0.0
2004-12-14,109.35,104.08,0.0035792951541850915,109.35,-0.0,12,0.0
2004-12-15,109.54,104.27,0.0017375400091450555,109.54,-0.0,12,0.0
2004-12-16,109.48,104.27,-0.0005477451159393576,109.54,-0.05477451159394035,12,0.0
2004-12-17,109.46,103.16,-0.00018268176835956051,109.54,-0.07303268212526245,12,0.0
2004-12-20,109.48,103.24,0.00018271514708567693,109.54,-0.05477451159394035,12,0.0
2004-12-21,109.78,104.25,0.0027402265253926306,109.78,-0.0,12,0.0
2004-12-22,109.8,104.61,0.00018218254691193536,109.8,-0.0,12,0.0
2004-12-23,109.73,104.74,-0.00063752276867024,109.8,-0.06375227686702475,12,0.0
2004-12-27,109.8,104.34,0.0006379294632279375,109.8,-0.0,12,0.0
2004-12-28,110.3,104.94,0.004553734061930825,110.3,-0.0,12,0.0
2004-12-29,110.45,104.83,0.0013599274705349274,110.45,-0.0,12,0.0
2004-12-30,110.54,104.75,0.0008148483476686508,110.54,-0.0,12,0.0
2004-12-31,110.51,104.6,-0.00027139497014661007,110.54,-0.027139497014656355,12,0.020312067214477203
2005-01-03,110.01,104.06,-0.0045244774228576645,110.54,-0.4794644472589118,1,0.0
2005-01-04,109.07,103.05,-0.008544677756567642,110.54,-1.329835353718123,1,0.0
2005-01-05,109.24,102.77,0.001558632071146926,110.54,-1.1760448706350746,1,0.0
2005-01-06,109.35,103.19,0.001006957158550037,110.54,-1.0765333815813387,1,0.0
2005-01-07,109.52,102.98,0.0015546410608138217,110.54,-0.9227428984982904,1,0.0
2005-01-10,110.07,103.32,0.005021913805697498,110.54,-0.425185453229612,1,0.0
2005-01-11,107.73,102.67,-0.021259198691741532,110.54,-2.5420662203727176,1,0.0
2005-01-12,108.2,103.15,0.004362758748723605,110.54,-2.1168807671431185,1,0.0
2005-01-13,107.68,102.1,-0.004805914972273562,110.54,-2.5872987153971403,1,0.0
2005-01-14,108.05,102.63,0.0034361069836552627,110.54,-2.2525782522164004,1,0.0
2005-01-18,108.78,103.55,0.006756131420638578,110.54,-1.5921838248597837,1,0.0
2005-01-19,108.22,102.53,-0.005148005148005175,110.54,-2.098787769133352,1,0.0
2005-01-20,108.12,102.04,-0.0009240436148585385,110.54,-2.1892527591821977,1,0.0
2005-01-21,107.87,101.33,-0.002312245652978162,110.54,-2.4154152343043256,1,0.0
2005-01-24,107.45,101.15,-0.0038935756002596023,110.54,-2.795368192509502,1,0.0
2005-01-25,107.95,101.8,0.0046533271288971,110.54,-2.3430432422652463,1,0.0
2005-01-26,109.0,102.14,0.009726725335803543,110.54,-1.3931608467523124,1,0.0
2005-01-27,108.68,102.25,-0.0029357798165137172,110.54,-1.6826488149086296,1,0.0
2005-01-28,108.65,101.99,-0.0002760397497240108,110.54,-1.7097883119232862,1,0.0
2005-01-31,109.4,102.71,0.006902899217671399,110.54,-1.0313008865569029,1,-0.010044339878744202
2005-02-01,109.57,103.31,0.0015539305301643935,110.54,-0.8775104034738674,2,0.0
2005-02-02,109.22,103.69,-0.0031943050104955573,110.54,-1.1941378686448412,2,0.0
2005-02-03,109.17,103.31,-0.00045779161325765205,110.54,-1.2393703636692641,2,0.0
2005-02-04,109.86,104.56,0.006320417697169622,110.54,-0.6151619323321935,2,0.0
2005-02-07,109.7,104.6,-0.0014563990533406068,110.54,-0.7599059164103522,2,0.0
2005-02-08,109.77,104.79,0.0006381039197811411,110.54,-0.6965804233761627,2,0.0
2005-02-09,109.66,104.0,-0.0010020952901521607,110.54,-0.7960919124298983,2,0.0
2005-02-10,109.68,104.48,0.00018238190771491247,110.54,-0.7779989144201188,2,0.0
2005-02-11,110.34,104.94,0.006017505470459428,110.54,-0.18092998009770475,2,0.0
2005-02-14,111.01,104.94,0.006072140656153691,111.01,-0.0,2,0.0
2005-02-15,111.1,105.25,0.0008107377713717501,111.1,-0.0,2,0.0
2005-02-16,111.09,105.14,-9.000900090005981e-05,111.1,-0.009000900090000815,2,0.0
2005-02-17,111.32,104.36,0.0020703933747410197,111.32,-0.0,2,0.0
2005-02-18,111.3,104.62,-0.00017966223499821243,111.32,-0.017966223499816764,2,0.0
2005-02-22,110.34,103.14,-0.00862533692722367,111.32,-0.8803449514911875,2,0.0
2005-02-23,111.02,103.72,0.006162769621170794,111.32,-0.2694933524973025,2,0.0
2005-02-24,111.4,104.32,0.0034228067014954178,111.4,-0.0,2,0.0
2005-02-25,111.91,105.2,0.004578096947935206,111.91,-0.0,2,0.0
2005-02-28,111.77,104.44,-0.0012510052720936526,111.91,-0.12510052720936518,2,0.021663619744057838
2005-03-01,111.82,105.06,0.0004473472309205473,111.91,-0.08042176749173748,3,0.0
2005-03-02,111.86,105.05,0.0003577177606868265,111.91,-0.0446787597176277,3,0.0
2005-03-03,111.94,105.08,0.0007151796888968942,111.94,-0.0,3,0.0
2005-03-04,112.11,106.04,0.0015186707164551727,112.11,-0.0,3,0.0
2005-03-07,112.2,106.26,0.0008027829810008935,112.2,-0.0,3,0.0
2005-03-08,112.32,105.86,0.0010695187165774556,112.32,-0.0,3,0.0
2005-03-09,112.08,104.86,-0.002136752136752129,112.32,-0.21367521367520914,3,0.0
2005-03-10,112.14,105.17,0.0005353319057816996,112.32,-0.1602564102564037,3,0.0
2005-03-11,111.91,104.28,-0.0020510076689852497,112.32,-0.36502849002848703,3,0.0
2005-03-14,111.98,104.76,0.0006255026360468818,112.32,-0.3027065527065431,3,0.0
2005-03-15,111.85,103.97,-0.0011609215931417394,112.32,-0.4184472934472924,3,0.0
2005-03-16,111.67,103.17,-0.0016092981671881335,112.32,-0.5787037037036962,3,0.0
2005-03-17,111.55,103.28,-0.0010745947882153661,112.32,-0.685541310541307,3,0.0
2005-03-18,111.43,103.26,-0.0010757507844014746,112.32,-0.7923789173789053,3,0.0
2005-03-21,110.69,102.61,-0.006640940500762915,112.32,-1.4512108262108223,3,0.0
2005-03-22,109.32,101.47,-0.012376908483151206,112.32,-2.670940170940171,3,0.0
2005-03-23,109.52,101.61,0.0018294914013905483,112.32,-2.4928774928774904,3,0.0
2005-03-24,109.72,101.4,0.0018261504747991708,112.32,-2.31481481481481,3,0.0
2005-03-28,110.5,101.76,0.007109004739336511,112.32,-1.6203703703703645,3,0.0
2005-03-29,110.18,101.07,-0.0028959276018099,112.32,-1.905270655270643,3,0.0
2005-03-30,111.18,102.35,0.00907605736068251,112.32,-1.014957264957253,3,0.0
2005-03-31,111.25,102.16,0.0006296096420219666,112.32,-0.9526353276353215,3,-0.004652411201574558
2005-04-01,111.29,101.36,0.0003595505617977057,112.32,-0.9170227920227805,4,0.0
2005-04-04,111.28,101.73,-8.985533291405723e-05,112.32,-0.9259259259259189,4,0.0
2005-04-05,111.68,102.2,0.0035945363048166534,112.32,-0.5698005698005577,4,0.0
2005-04-06,112.0,102.32,0.002865329512893977,112.32,-0.28490028490027886,4,0.0
2005-04-07,112.08,102.96,0.0007142857142856673,112.32,-0.21367521367520914,4,0.0
2005-04-08,111.77,102.22,-0.002765881513204893,112.32,-0.4896723646723622,4,0.0
2005-04-11,111.4,102.21,-0.003310369508812694,112.32,-0.8190883190883079,4,0.0
2005-04-12,112.22,102.89,0.007360861759425408,112.32,-0.08903133903133398,4,0.0
2005-04-13,111.27,101.88,-0.008465514168597421,112.32,-0.9348290598290574,4,0.0
2005-04-14,110.45,101.02,-0.007369461669812116,112.32,-1.6648860398860315,4,0.0
2005-04-15,108.11,99.5,-0.021186057039384365,112.32,-3.7482193732193676,4,0.0
2005-04-18,108.42,99.67,0.002867449819628165,112.32,-3.4722222222222148,4,0.0
